question_id,question,ground_truth,prediction,em,f1,llm_accuracy,prompt_tokens,completion_tokens,total_tokens,retrieval_s,generation_s,num_paths,num_entities,num_seeds,steps_taken,seed_entities,extracted_entities
q_37,Who is the spouse of Young Man Luther's author?,Joan Erikson,erik erikson,0.0,0.5,,8013,5,8068,1.3140558330342174,0.9399200829211622,23,30,5,3,"young man luther: a study in psychoanalysis and history, martin luther, lutheran church, elisabeth luther, book of concord",young man luther
q_38,What record label did the performer of The Place and the Time belong to?,Columbia Records,reprise records,0.0,0.5,,1894,3,1931,0.0538014171179384,0.6507434998638928,19,10,1,3,the place and the time,the place and the time
q_39,Who is the child of the person who followed Tihomir of Serbia?,Saint Sava,None of the above,0.0,0.0,,1952,4,1990,0.369464416988194,0.7144388749729842,9,30,5,3,"tihomir, stracimir zavidović, stefan nemanja, miroslav, byzantium",tihomir of serbia
q_40,What team was Anna Benson's husband on?,Pittsburgh Pirates,kris benson,0.0,0.0,,23710,4,23756,0.23446341697126627,1.2807114170864224,21,30,1,3,anna benson,anna benson
q_41,What place does the administrative territorial entity that Juba is located in share a border with?,Eastern Equatoria,terekeka,0.0,0.0,,4639,3,4673,0.07652516686357558,0.6265615001320839,17,30,1,3,juba,juba
q_42,Where was the spouse of Frances Tupper born?,Amherst,middlesex,0.0,0.0,,32072,3,32122,5.217426332877949,1.4999836250208318,15,30,5,3,"sir charles tupper, frances amélia tupper, benjamin tupper, frances freeling broderip, winchmore hill",frances tupper
q_43,Who founded the political party of Dimuthu Bandara Abayakoon?,Rohana Wijeweera,I cannot answer this question based on the provided knowledge graph.,0.0,0.0,,434,12,475,0.02499108389019966,1.1421333339530975,5,6,1,3,dimuthu bandara abayakoon,dimuthu bandara abayakoon
q_44,Bancroft's county borders what county?,Haliburton County,haliburton county,1.0,1.0,,8199,4,8232,0.5714921250473708,0.9988322090357542,21,30,1,3,bancroft,bancroft
q_45,In which county is Mark Dismore's birthplace located?,Hancock County,knox county,0.0,0.5,,22287,3,22334,3.072195458924398,1.7710838748607785,21,30,1,3,mark dismore,mark dismore
q_46,Who was the sibling of Nannina de' Medici?,Giuliano de' Medici,'lorenzo de' medici',0.0,0.6666666666666666,,1119,8,1173,0.045945542166009545,0.7021708749234676,9,9,1,3,nannina de' medici,nannina de' medici
q_47,What county is the NRHEG High School located in?,Waseca County,waseca county,1.0,1.0,,30810,4,30860,1.0860332089941949,1.4759357499424368,24,30,1,3,nrheg high school,nrheg high school
q_48,What league does the team that occupies the Rabat Ajax Football Ground belong to?,Maltese Premier League,maltese premier league,1.0,1.0,,1730,4,1766,0.03823966602794826,0.6296860829461366,15,20,1,3,rabat ajax football ground,rabat ajax football ground
q_49,Who was married to the star of No Escape?,John Profumo,john profumo,1.0,1.0,,3597,3,3646,0.028223541798070073,0.7070963750593364,6,9,1,3,no escape,no escape
q_50,What administrative territorial entity contains the place where KPRM is licensed to broadcast to?,Hubbard County,minnesota,0.0,0.0,,18506,2,18543,0.0847660000436008,1.1242035839240998,28,30,1,3,kprm,kprm
q_51,Where are the headquarters for the publisher of In the Shadow of Greatness?,Annapolis,annapolis,1.0,1.0,,21699,2,21750,0.9028962501324713,1.2332276671659201,20,30,1,3,in the shadow of greatness,in the shadow of greatness
q_52,Who is part of the band that performed Full Cooperation?,Erick Sermon,def squad,0.0,0.0,,1055,2,1102,0.08499141689389944,1.086202458012849,15,11,1,3,full cooperation,full cooperation
q_53,The territory containing Bansaan Island is located at which island?,Panglao Island,bohol island,0.0,0.5,,1173,3,1220,0.07505141710862517,0.6726532918401062,7,15,5,3,"bansaan, bohol island, talibon, badu island, mouac island",bansaan island
q_54,In which county did Snappy Tomato Pizza form?,Kenton County,kenton county,1.0,1.0,,25436,3,25487,0.11154970806092024,1.2042007080744952,21,30,1,3,snappy tomato pizza,snappy tomato pizza
q_55,What's the place of birth of the former member of The Sunnyboys?,Kingscliff,kingscliff,1.0,1.0,,5794,2,5839,0.07855887501500547,0.7986034578643739,13,30,5,3,"sunnyboys, kids in dust, mushroom 25 concert, dig it up, jeremy oxley",the sunnyboys
q_56,In which district was Ernie Watts born?,West Berkshire,woolhampton,0.0,0.0,,8580,2,8630,0.5587548748590052,0.8054164578206837,12,30,1,3,ernie watts,ernie watts
q_57,Which county does Lloyd Dane's birthplace belong to?,Miller County,miller county,1.0,1.0,,18152,2,18201,0.8660837500356138,1.1038188750389963,29,30,1,3,lloyd dane,lloyd dane
q_58,Who is the spouse of the screenwriter of The Actress?,Garson Kanin,ruth gordon,0.0,0.0,,2144,3,2188,0.21588895888999104,0.9305754159577191,15,30,1,3,the actress,the actress
q_59,What award was received by the person who authored Missing Person?,Nobel Prize in Literature,patrick modiano,0.0,0.0,,32471,3,32517,0.6345762910787016,1.892753542168066,23,30,1,3,missing person,missing person
q_60,What event caused the founder of Australia's liberal party to become Prime Minister?,Lyons' death in 1939,september 2015 liberal leadership ballot,0.0,0.0,,7891,10,7933,1.2169795839581639,0.7294156251009554,17,30,5,3,"the liberal-national coalition, julie bishop, united australia party, september 2015 liberal leadership ballot, liberal party of canada",australia's liberal party
q_61,What event caused the Liberal Party of Australia's longest-serving leader to become Prime Minister?,Lyons' death in 1939,joseph lyons' death,0.0,0.5714285714285715,,25055,6,25101,10.56185487494804,1.2524146670475602,14,30,1,3,liberal party of australia,liberal party of australia
q_62,What was the average per capita GVA in 2013 of the country which created Burma's academic system?,"£23,755",united kingdom,0.0,0.0,,37528,2,37577,11.276400834089145,1.5627658751327544,18,30,3,3,"burma, gross national income at purchasing power parity per capita, 2013","burma, gva, 2013"
q_63,Who is the spouse of the creator of The Nanny Reunion: A Nosh to Remember?,Peter Marc Jacobson,peter marc jacobson,1.0,1.0,,29983,5,30036,5.767785416916013,2.04505233396776,11,30,5,3,"fran drescher, la cage aux folles, daniel davis, ann hampton callaway, the nanny",the nanny reunion: a nosh to remember
q_64,Who founded the publisher of The Final Testament of the Holy Bible?,Larry Gagosian,james frey,0.0,0.0,,53529,3,53577,9.789907082915306,2.5058091660030186,21,30,1,3,the final testament of the holy bible,the final testament of the holy bible
q_65,During which era was the company that makes Nirbhay founded?,From the 1950s to the 1970s,'british east india company',0.0,0.0,,25349,6,25402,4.108603208092973,1.3574508749879897,17,30,1,3,nirbhay,nirbhay
q_66,During what era was the manufacturer of Agni-V founded?,From the 1950s to the 1970s,1950s and 1970s,0.0,0.5714285714285715,,13182,12,13240,4.011618999997154,1.315647000214085,18,30,1,3,agni-v,agni-v
q_67,In what era was the company known as the manufacturer of Agni-V founded?,From the 1950s to the 1970s,1950s and 1970s,0.0,0.5714285714285715,,9788,12,9835,3.666828665882349,0.7988355830311775,16,30,1,3,agni-v,agni-v
q_68,What city is located in the county containing Qiantong?,Ningbo,ningbo,1.0,1.0,,7013,2,7059,1.0042466251179576,0.934023791924119,13,30,1,3,qiantong,qiantong
q_69,What is the performer of Heartbeat named after?,Natalie Albino,nicole and natalie,0.0,0.4,,21036,5,21087,0.755513041978702,1.363572624977678,6,30,1,3,heartbeat,heartbeat
q_70,The Move Ya Body song's band is named after who?,Natalie Albino,nicole and natalie,0.0,0.4,,17895,5,17948,1.9342912500724196,1.0626592088956386,16,30,1,3,move ya body,move ya body
q_71,When did the spacecraft that detected storms on Neptune leave our solar system?,"August 30, 2007",None of the above,0.0,0.0,,3913,4,3957,2.543508416041732,0.9063843749463558,17,30,2,3,"neptune, solar system","neptune, solar system"
q_72,The Nicole and Natalie album's band is named after who?,Natalie Albino,nicole and natalie albino,0.0,0.6666666666666666,,20108,7,20163,0.5519993749912828,1.3357312090229243,8,30,1,3,nicole and natalie,nicole and natalie
q_73,Where was the founder of the National Women's Party born?,Mount Laurel Township,paulsdale,0.0,0.0,,32771,3,32815,14.8760065829847,1.485632291994989,10,30,5,3,"national women's caucus, national woman's party, women's national anti-suffrage league, national league for opposing woman suffrage, silent sentinels",national women's party
q_74,What is the place of birth of the person who submitted the first version of the equal rights amendment to congress in 1923?,Mount Laurel Township,Paulsdale,0.0,0.0,,32483,3,32534,67.05919695808552,3.1216380409896374,15,30,2,3,"equal rights amendment, congress","equal rights amendment, congress"
q_75,The Directory of Public Worship was approved by a parliament whose modern equivalent has been based where since 2004?,Scottish Parliament Building,Edinburgh,0.0,0.0,,10683,1,10727,0.895984334172681,0.8761419169604778,24,30,5,3,"directory of public worship, westminster assembly, scottish parliament, anglican churches, anglican communion",the directory of public worship
q_76,Where was the person featured on the Chester Arthur coin born?,Mount Laurel Township,paulsdale,0.0,0.0,,34785,3,34834,15.510410540970042,1.4948966670781374,14,30,5,3,"chester a. arthur, chester alan arthur ii, alice paul, st. anthony, arthur curry",chester arthur
q_77,"Since 2004, what is the location of the body to which, if a matter is not specifically reserved, it is devolved?",Scottish Parliament Building,argentina,0.0,0.0,,6976,2,7018,0.06458124984055758,0.896091042086482,21,30,1,3,2004,2004
q_78,The city which contains Broadhurst Park shares a border with what town?,Middleton,chadderton,0.0,0.0,,8588,3,8626,0.07393758301623166,1.3615077501162887,22,25,1,3,broadhurst park,broadhurst park
q_79,What is the record label of the Metalworks Studio founder?,TML Entertainment,triumph,0.0,0.0,,31709,2,31753,8.292751792119816,1.6642970000393689,14,30,5,3,"metalworks production group, metalworks studios, metalworks institute, canadian music & broadcast industry award, gil moore",metalworks studio
q_80,What is the mouth of watercourse for the body of water where Bartram's Covered Bridge is located?,Delaware River,delaware river,1.0,1.0,,17288,3,17340,1.9107282501645386,1.17279287497513,22,30,1,3,bartram's covered bridge,bartram's covered bridge
q_81,What is the ruler of the underworld in ancient Egypt a part of?,ancient Egyptian religion,Osiris,0.0,0.0,,2019,2,2062,0.2355607079807669,0.9138703329954296,18,30,3,3,"underworld, fourth dynasty of egypt, egyptian hieroglyphs","underworld, ancient egypt"
q_82,What pantheon is the God of the underworld in ancient Egypt a part of?,ancient Egyptian religion,ancient Egyptian religion,1.0,1.0,,2538,3,2577,0.19261212507262826,0.6869794160593301,13,30,4,3,"geb, heru-ur, fourth dynasty of egypt, old kingdom","god of the underworld, ancient egypt"
q_83,In which district was Alhandra born?,Lisbon District,lisbon,0.0,0.6666666666666666,,9962,2,10013,0.05899545783177018,0.8740252919960767,25,30,1,3,alhandra,alhandra
q_84,In which state is Vera Barbosa's place of birth located?,Lisbon District,portugal,0.0,0.0,,6389,2,6437,1.7814480408560485,0.9887592501472682,19,30,1,3,vera barbosa,vera barbosa
q_85,In which state is Póvoa de Santa Iria's municipality located?,Lisbon District,I do not have enough information to answer this question.,0.0,0.0,,7811,11,7870,2.063604332972318,0.8481654589995742,19,30,5,3,"são francisco de itabapoana, póvoa de lanhoso, santo antônio de pádua, penacova, ipiguá",póvoa de santa iria
q_86,How old was Mary when engaged to the person from whom São José dos Campos takes it's name?,12–14 years old,"The knowledge graph does not contain information about Mary's age when engaged, nor does it state that São José dos Campos takes its name from a person Mary was engaged to.",0.0,0.0,,11905,35,11982,6.998877584002912,1.0681426250375807,18,30,2,3,"mary, são josé dos campos","mary, são josé dos campos, são josé"
q_87,Where was Mary's betrothed born?,Nazareth,UNKNOWN,0.0,0.0,,4741,1,4785,4.052467083092779,0.8399998340755701,19,30,1,3,mary,mary
q_88,Where is the country with ISO code ISO 3166-2:CV located?,central Atlantic Ocean,cabo verde,0.0,0.0,,4375,3,4427,0.4993357921484858,0.7048689159564674,21,30,1,3,iso 3166-2:cv,iso 3166-2:cv
q_89,Where is Assomada located?,central Atlantic Ocean,"I cannot answer the question as ""Assomada"" is not present in the provided knowledge graph.",0.0,0.0,,3960,20,4026,0.4648147909902036,0.8636336252093315,18,30,5,3,"somiedo, gedeb asasa, barredos, candamo, gambarie",assomada
q_90,Where is Amílcar Cabral International Airport?,central Atlantic Ocean,cabo verde,0.0,0.0,,5759,3,5804,0.2061083340086043,0.7291446249000728,21,30,1,3,amílcar cabral international airport,amílcar cabral international airport
q_91,Where was the person who wrote about the rioting being a dividing factor in Birmingham educated?,University of Glasgow,king edward's school,0.0,0.0,,32228,6,32274,5.7269604578614235,1.7686337500344962,13,30,1,3,birmingham,birmingham
q_92,Where was the designer of the Lap Engine educated?,University of Glasgow,university of glasgow,1.0,1.0,,11969,4,12018,1.2004716671071947,0.8418586670886725,21,30,1,3,lap engine,lap engine
q_93,Where was the creator of the Lap Engine educated?,University of Glasgow,university of glasgow,1.0,1.0,,12680,4,12727,1.0991640421561897,0.8177751661278307,17,30,1,3,lap engine,lap engine
q_94,The 1967 Federation Cup is an instance of this tournament which is named after what organization?,International Tennis Federation,international tennis federation,1.0,1.0,,43846,3,43898,50.499866749858484,1.6997136669233441,6,30,3,3,"1968 fiba intercontinental cup, blau-weiss tennis club, federation cup","1967 federation cup, federation cup"
q_95,What is the competition that the 1965 Federation Cup is part of named after?,International Tennis Federation,international tennis federation,1.0,1.0,,29751,3,29797,3.479030125075951,1.824590708129108,6,30,5,3,"kooyong lawn tennis club, 1959 fa cup final, 1958-59 fa cup, 1968 fiba intercontinental cup, fed cup",1965 federation cup
q_96,What is the competition the 1972 Federation Cup is part of named after?,International Tennis Federation,fed cup,0.0,0.0,,58232,2,58266,53.38174566696398,1.9873898329678923,12,30,5,3,"ellis park, federation cup, 1968 fiba intercontinental cup, 1974 world cup, 1979–80 coupe de france",1972 federation cup
q_97,"What is the capital of the county which contains Hickory Grove Estates, Mississippi?",Starkville,'oktibbeha county',0.0,0.0,,18116,7,18167,19.104525041067973,1.0760413750540465,20,30,2,3,"hickory grove estates, mississippi","hickory grove estates, mississippi"
q_98,Who is the father of the performer of Je dis aime?,Louis Chedid,louis chedid,1.0,1.0,,7174,4,7215,0.07836499996483326,1.6082317079417408,14,18,1,3,je dis aime,je dis aime
q_99,Who is the father of the Labo M performer?,Louis Chedid,louis chedid,1.0,1.0,,6868,4,6923,0.05336891603656113,0.7613089589867741,5,18,1,3,labo m,labo m
q_100,Who is the father of the performer of Qui de noux deux?,Louis Chedid,louis chedid,1.0,1.0,,7209,4,7256,0.7993923330213875,0.8866360841784626,5,30,5,3,"qui de nous deux, france 2, je te dis tout, nolwenn leroy, les trois cloches",qui de noux deux
q_101,Who is the child of the cast member of Green Ice?,Tatum O'Neal,june,0.0,0.0,,44190,2,44239,5.262692499905825,2.069655166938901,17,30,1,3,green ice,green ice
q_102,Who is the sibling of the actress who played Susan Walker in Miracle on 34th street?,Lana Wood,Lana Wood,1.0,1.0,,24182,3,24228,25.267333749914542,1.1943166670389473,19,30,2,3,"susan walker, miracle on 34th street","susan walker, miracle on 34th street"
q_103,Who is the sibling of the actress that played the little girl in Miracle on 34th street 1947?,Lana Wood,'lana wood',1.0,1.0,,17043,4,17093,1.5906603750772774,1.040807417128235,22,30,3,3,"mrs. shellhammer, mr. gimbel, natalie wood","miracle on 34th street 1947, natalie wood"
q_104,Whose sister played Susie in miracle on 34th street?,Lana Wood,natalie wood,0.0,0.5,,30425,3,30474,25.72739304206334,1.310337708098814,25,30,2,3,"susie, miracle on 34th street","susie, miracle on 34th street"
q_105,What company did the company that initiated a successful price war among PC manufacturers in 1994 merge with in 2002?,Hewlett Packard,hewlett-packard,0.0,0.0,,5233,5,5266,0.7214176249690354,0.8107041660696268,14,30,2,3,"1994, 2002","1994, 2002"
q_106,What company merged in 2002 with the CEMM developer?,Hewlett Packard,"I am sorry, but the knowledge graph does not contain information about ""CEMM"" or any mergers in 2002. Therefore, I cannot answer the question.",0.0,0.0,,3380,35,3457,0.1140238328371197,0.8758297921158373,22,30,5,3,"realmforge studios, cryptic comet, emg, seta corporation, cờ rôm+",cemm developer
q_107,"In 2002, what company merged with the top PC manufacturer from 1994?",Hewlett Packard,hewlett-packard,0.0,0.0,,2293,5,2345,3.276649790816009,0.6905984999611974,15,30,5,3,"ast research, gateway, compaq, pc's limited, asus",top pc manufacturer
q_108,What body of water includes the terrain feature where Coffee Swamp is located?,Lake Superior,lake superior,1.0,1.0,,2454,2,2502,0.1449957089498639,0.6580520418938249,7,13,1,3,coffee swamp,coffee swamp
q_109,Who has played for both West Ham Ajax and the team that Adam Hammill is on?,Mido,mido,1.0,1.0,,9648,2,9699,1.5716824170667678,0.8332190420478582,15,30,3,3,"first division (english football), david endt, adam hammill","west ham, ajax, adam hammill"
q_110,Who has played for West Ham Ajax and the team that David Currie plays for?,Mido,"The provided knowledge graph does not contain information about ""Ajax"" or any player who has played for both ""West Ham United"" and ""Ajax"". Therefore, I cannot answer the question.",0.0,0.0,,14924,37,15005,12.44987970800139,2.2929215419571847,21,30,3,3,"west ham united, de herdgang, david currie","west ham, ajax, david currie"
q_111,Who has played for West Ham Ajax and the team from the city where Malcolm Graham died?,Mido,mido,1.0,1.0,,14354,2,14393,11.610814209096134,1.9077714590821415,16,30,3,3,"west ham united, de herdgang, malcolm graham","west ham, ajax, malcolm graham"
q_112,Who is the employer of the person Mach's principle was named after?,Charles University,"university of california, berkeley",0.0,0.3333333333333333,,2999,6,3049,0.23131716693751514,0.9317080420441926,21,30,2,3,"mach's principle, mach number","mach's principle, mach"
q_113,Who is the employer of the physicist who Mach number is named after?,Charles University,vinko dvořák,0.0,0.0,,4256,5,4310,0.0944554170127958,0.8332899590022862,19,30,1,3,mach number,mach number
q_114,Which university employed the person that Mach bands are named after?,Charles University,charles university,1.0,1.0,,2812,3,2850,0.8719359170645475,0.7358204580377787,19,30,1,3,ernst mach,ernst mach
q_115,Who is the spouse of a cast member from King of the Mountain?,Lisa Rinna,lisa rinna,1.0,1.0,,5029,4,5080,0.9391102918889374,0.9332285840064287,19,30,5,3,"king of the mountain (film), deborah van valkenburgh, harry hamlin, garth davis, kings mountain national military park",king of the mountain
q_116,What is the birthplace of the person after whom São José dos Campos was named?,Nazareth,são josé dos campos,0.0,0.0,,24528,5,24565,4.599944417132065,1.905577499885112,19,30,1,3,são josé dos campos,são josé dos campos
q_117,What year did the author of Prince Prigio die?,1912,UNKNOWN,0.0,0.0,,319,1,346,0.05138187506236136,0.5637716248165816,2,5,1,3,prince prigio,prince prigio
q_118,When did military instruction start at the place where Larry Alcala was educated?,1912,1912,1.0,1.0,,3479,4,3530,0.0971703331451863,0.7522669578902423,23,30,1,3,larry alcala,larry alcala
q_119,When did the military instruction start in the university that Paulo Manalo attended?,1912,1912,1.0,1.0,,2994,4,3029,0.5031362501904368,0.7240823751781136,18,30,5,3,"paolo manalo, rafael manchola, philippines free press, college of arts and letters, university of the philippines",paulo manalo
q_120,What county shares a border with Cedar Springs?,Bell County,falls county,0.0,0.5,,4038,2,4086,0.21767954202368855,1.674030042020604,26,30,1,3,cedar springs,cedar springs
q_121,Who is the father of Empress Wang's husband?,Yang Xingmi,Yang Xingmi,1.0,1.0,,2198,3,2234,0.21067258389666677,0.670609749853611,17,30,5,3,"empress rang, empress wang zhi, wang jian, wang yuanji, wang shen'ai",empress wang
q_122,In which county was James Finch born?,Bay County,bay county,1.0,1.0,,40600,2,40642,1.3584291669540107,1.5791118750348687,15,30,1,3,james finch,james finch
q_123,Who is the other child of Chian Hsiao-chang's father?,Chiang Hsiao-wu,hsiao-yung,0.0,0.0,,21196,5,21239,0.4118798340205103,1.1391327499877661,10,30,5,3,"chiang hsiao-chang, hsiao-yung, chiang hsiao-wen, chiang wei-kuo, chiang hsiao-wu",chian hsiao-chang
q_124,Who is the uncle of Liu Bin?,Liu Yin,No information about Liu Bin is available in the provided knowledge graph.,0.0,0.15384615384615385,,2321,13,2365,0.4680981251876801,0.8036115830764174,14,30,5,3,"liu yao, liu guitu, liu bang, liu yaoshu, li kening",liu bin
q_125,Who is the child of Chiang Hsiao-wen's father?,Chiang Hsiao-wu,chiang hsiao-chang,0.0,0.5,,6466,6,6522,0.13152749999426305,0.7813017498701811,8,30,1,3,chiang hsiao-wen,chiang hsiao-wen
