question_id,question,ground_truth,prediction,em,f1,llm_accuracy,prompt_tokens,completion_tokens,total_tokens,retrieval_s,generation_s,num_paths,num_entities,num_seeds,steps_taken,seed_entities,extracted_entities
q_34,The Unwinding author volunteered for which organisation?,Peace Corps,Peace Corps,1.0,1.0,,30256,2,30298,5.3934443751350045,2.0108047500252724,21,30,5,3,"the unwinding: an inner history of the new america, undead series, peter thiel, barry unsworth, i'm dysfunctional, you're dysfunctional: the recovery movement and other self-help fashions",the unwinding
q_35,What is the capital of the county that Pine Springs is located in?,Van Horn,van horn,1.0,1.0,,7145,2,7191,0.06234595784917474,1.0214606248773634,20,30,1,3,pine springs,pine springs
q_36,What district is the headquarter of Julia's House located?,East Dorset,east dorset,1.0,1.0,,3973,3,4015,0.018048375146463513,0.6838434590026736,4,7,1,3,julia's house,julia's house
q_37,Who is the spouse of Young Man Luther's author?,Joan Erikson,katharina von bora,0.0,0.0,,7817,4,7858,0.6481310420203954,4.483059208840132,10,30,5,3,"young man luther: a study in psychoanalysis and history, martin luther, lutheran church, elisabeth luther, book of concord",young man luther
q_38,What record label did the performer of The Place and the Time belong to?,Columbia Records,reprise records,0.0,0.5,,1892,3,1943,0.008811624953523278,0.7635299998801202,19,10,1,3,the place and the time,the place and the time
q_39,Who is the child of the person who followed Tihomir of Serbia?,Saint Sava,mihailo,0.0,0.0,,1884,4,1921,0.11012612492777407,0.6382030830718577,9,30,5,3,"tihomir, stracimir zavidović, stefan nemanja, miroslav, byzantium",tihomir of serbia
q_40,What team was Anna Benson's husband on?,Pittsburgh Pirates,pittsburgh pirates,1.0,1.0,,23703,4,23755,0.034397958079352975,2.332122040912509,21,30,1,3,anna benson,anna benson
q_41,What place does the administrative territorial entity that Juba is located in share a border with?,Eastern Equatoria,eastern equatoria,1.0,1.0,,4677,3,4720,0.020578499883413315,1.0993081249762326,19,30,1,3,juba,juba
q_42,Where was the spouse of Frances Tupper born?,Amherst,winchmore hill,0.0,0.0,,31587,4,31636,1.8513513328507543,1.7871287080924958,17,30,5,3,"sir charles tupper, frances amélia tupper, benjamin tupper, frances freeling broderip, winchmore hill",frances tupper
q_43,Who founded the political party of Dimuthu Bandara Abayakoon?,Rohana Wijeweera,,0.0,0.0,,434,1,464,0.015730957966297865,0.6478046250995249,5,6,1,3,dimuthu bandara abayakoon,dimuthu bandara abayakoon
q_44,Bancroft's county borders what county?,Haliburton County,haliburton county,1.0,1.0,,8094,4,8143,0.17113858414813876,1.0855745838489383,20,30,1,3,bancroft,bancroft
q_45,In which county is Mark Dismore's birthplace located?,Hancock County,knox county,0.0,0.5,,22254,3,22304,0.7654770000372082,2.025875624967739,20,30,1,3,mark dismore,mark dismore
q_46,Who was the sibling of Nannina de' Medici?,Giuliano de' Medici,lorenzo de' medici,0.0,0.6666666666666666,,1120,6,1174,0.011390292085707188,0.960836417041719,9,9,1,3,nannina de' medici,nannina de' medici
q_47,What county is the NRHEG High School located in?,Waseca County,waseca county,1.0,1.0,,30761,4,30816,0.23392924992367625,2.067811958026141,18,30,1,3,nrheg high school,nrheg high school
q_48,What league does the team that occupies the Rabat Ajax Football Ground belong to?,Maltese Premier League,maltese premier league,1.0,1.0,,1730,4,1766,0.01117858407087624,1.229208208154887,15,20,1,3,rabat ajax football ground,rabat ajax football ground
q_49,Who was married to the star of No Escape?,John Profumo,john profumo,1.0,1.0,,3597,3,3649,0.008313499856740236,1.5679820831865072,6,9,1,3,no escape,no escape
q_50,What administrative territorial entity contains the place where KPRM is licensed to broadcast to?,Hubbard County,minnesota,0.0,0.0,,18506,2,18554,0.016069541918113828,1.6996992090716958,28,30,1,3,kprm,kprm
q_51,Where are the headquarters for the publisher of In the Shadow of Greatness?,Annapolis,annapolis,1.0,1.0,,21705,2,21753,0.1093521248549223,1.871038957964629,20,30,1,3,in the shadow of greatness,in the shadow of greatness
q_52,Who is part of the band that performed Full Cooperation?,Erick Sermon,def squad,0.0,0.0,,996,2,1042,0.008525042096152902,0.887335249921307,15,10,1,3,full cooperation,full cooperation
q_53,The territory containing Bansaan Island is located at which island?,Panglao Island,bohol island,0.0,0.5,,1173,3,1222,0.03752695792354643,1.2985575420316309,7,15,5,3,"bansaan, bohol island, talibon, badu island, mouac island",bansaan island
q_54,In which county did Snappy Tomato Pizza form?,Kenton County,kenton county,1.0,1.0,,25444,3,25485,0.0568835420999676,6.94038987508975,21,30,1,3,snappy tomato pizza,snappy tomato pizza
q_55,What's the place of birth of the former member of The Sunnyboys?,Kingscliff,kingscliff,1.0,1.0,,5847,2,5897,0.13504424993880093,1.4986630829516798,15,30,5,3,"sunnyboys, kids in dust, mushroom 25 concert, dig it up, jeremy oxley",the sunnyboys
q_56,In which district was Ernie Watts born?,West Berkshire,berkshire,0.0,0.6666666666666666,,8785,3,8837,0.1569444159977138,0.9140331659000368,17,30,1,3,ernie watts,ernie watts
q_57,Which county does Lloyd Dane's birthplace belong to?,Miller County,miller county,1.0,1.0,,17788,2,17835,0.2765046660788357,1.289214584045112,29,30,1,3,lloyd dane,lloyd dane
q_58,Who is the spouse of the screenwriter of The Actress?,Garson Kanin,garson kanin,1.0,1.0,,2283,4,2331,0.03832208318635821,0.7106828328687698,17,30,1,3,the actress,the actress
q_59,What award was received by the person who authored Missing Person?,Nobel Prize in Literature,patrick modiano,0.0,0.0,,32496,3,32540,0.15116474987007678,1.500487708952278,23,30,1,3,missing person,missing person
q_60,What event caused the founder of Australia's liberal party to become Prime Minister?,Lyons' death in 1939,september 2015 liberal leadership ballot,0.0,0.0,,7471,10,7517,0.33013170887716115,0.8914138751570135,16,30,5,3,"the liberal-national coalition, julie bishop, united australia party, september 2015 liberal leadership ballot, liberal party of canada",australia's liberal party
q_61,What event caused the Liberal Party of Australia's longest-serving leader to become Prime Minister?,Lyons' death in 1939,joseph lyons',0.0,0.3333333333333333,,24307,5,24347,2.475255708908662,1.1807927081827074,21,30,1,3,liberal party of australia,liberal party of australia
q_62,What was the average per capita GVA in 2013 of the country which created Burma's academic system?,"£23,755",united kingdom,0.0,0.0,,36139,2,36179,2.8537192908115685,1.779277958907187,13,30,3,3,"burma, gross national income at purchasing power parity per capita, 2013","burma, gva, 2013"
q_63,Who is the spouse of the creator of The Nanny Reunion: A Nosh to Remember?,Peter Marc Jacobson,peter marc jacobson,1.0,1.0,,30000,5,30047,1.1851780419237912,1.383314459118992,10,30,5,3,"fran drescher, la cage aux folles, daniel davis, ann hampton callaway, the nanny",the nanny reunion: a nosh to remember
q_64,Who founded the publisher of The Final Testament of the Holy Bible?,Larry Gagosian,larry gagosian,1.0,1.0,,48426,5,48476,2.0073045000899583,4.197538124863058,19,30,1,3,the final testament of the holy bible,the final testament of the holy bible
q_65,During which era was the company that makes Nirbhay founded?,From the 1950s to the 1970s,1950s and 1970s,0.0,0.5714285714285715,,9960,12,10022,0.780423125019297,0.7960749170742929,19,30,1,3,nirbhay,nirbhay
q_66,During what era was the manufacturer of Agni-V founded?,From the 1950s to the 1970s,between the 1950s and 1970s,0.0,0.5,,13227,15,13288,0.9078183339443058,1.1059611670207232,19,30,1,3,agni-v,agni-v
q_67,In what era was the company known as the manufacturer of Agni-V founded?,From the 1950s to the 1970s,1950s and 1970s,0.0,0.5714285714285715,,9634,12,9692,0.8347458750940859,0.9983310408424586,19,30,1,3,agni-v,agni-v
q_68,What city is located in the county containing Qiantong?,Ningbo,ningbo,1.0,1.0,,5055,2,5087,0.2716358748730272,0.7132608750835061,9,30,1,3,qiantong,qiantong
q_69,What is the performer of Heartbeat named after?,Natalie Albino,nicole and natalie,0.0,0.4,,21025,5,21075,0.11656570783816278,1.4943202908616513,6,30,1,3,heartbeat,heartbeat
q_70,The Move Ya Body song's band is named after who?,Natalie Albino,nicole and natalie,0.0,0.4,,17881,5,17931,0.4405862921848893,1.2026565000414848,16,30,1,3,move ya body,move ya body
q_71,When did the spacecraft that detected storms on Neptune leave our solar system?,"August 30, 2007",voyager 2,0.0,0.0,,3733,4,3777,0.5177499579731375,0.8346539160702378,20,30,2,3,"neptune, solar system","neptune, solar system"
q_72,The Nicole and Natalie album's band is named after who?,Natalie Albino,nicole and natalie albino,0.0,0.6666666666666666,,20111,7,20159,0.1053210839163512,1.3055523748043925,8,30,1,3,nicole and natalie,nicole and natalie
q_73,Where was the founder of the National Women's Party born?,Mount Laurel Township,Paulsdale,0.0,0.0,,28819,3,28871,3.9296302921138704,1.7398710828274488,9,30,5,3,"national women's caucus, national woman's party, women's national anti-suffrage league, national league for opposing woman suffrage, silent sentinels",national women's party
q_74,What is the place of birth of the person who submitted the first version of the equal rights amendment to congress in 1923?,Mount Laurel Township,Paulsdale,0.0,0.0,,29491,3,29540,15.296641999855638,1.4225692921318114,14,30,2,3,"equal rights amendment, congress","equal rights amendment, congress"
q_75,The Directory of Public Worship was approved by a parliament whose modern equivalent has been based where since 2004?,Scottish Parliament Building,Edinburgh,0.0,0.0,,7421,1,7467,0.8536751661449671,0.8125065001659095,20,30,5,3,"directory of public worship, westminster assembly, scottish parliament, anglican churches, anglican communion",the directory of public worship
q_76,Where was the person featured on the Chester Arthur coin born?,Mount Laurel Township,paulsdale,0.0,0.0,,41260,3,41303,4.590753082884476,2.1310276249423623,14,30,5,3,"chester a. arthur, chester alan arthur ii, alice paul, st. anthony, arthur curry",chester arthur
q_77,"Since 2004, what is the location of the body to which, if a matter is not specifically reserved, it is devolved?",Scottish Parliament Building,europe,0.0,0.0,,3803,1,3849,0.04170962516218424,0.8811352499760687,14,12,1,3,2004,2004
q_78,The city which contains Broadhurst Park shares a border with what town?,Middleton,chadderton,0.0,0.0,,8588,3,8632,0.024416083935648203,0.8046251670457423,22,25,1,3,broadhurst park,broadhurst park
q_79,What is the record label of the Metalworks Studio founder?,TML Entertainment,triumph,0.0,0.0,,30760,2,30809,1.7356108331587166,1.636473582824692,14,30,5,3,"metalworks production group, metalworks studios, metalworks institute, canadian music & broadcast industry award, gil moore",metalworks studio
q_80,What is the mouth of watercourse for the body of water where Bartram's Covered Bridge is located?,Delaware River,delaware river,1.0,1.0,,17213,3,17251,0.4744150838814676,1.2018896660301834,12,30,1,3,bartram's covered bridge,bartram's covered bridge
q_81,What is the ruler of the underworld in ancient Egypt a part of?,ancient Egyptian religion,egyptian religion,0.0,0.8,,2014,4,2065,0.07900733407586813,0.786735582863912,17,30,3,3,"underworld, fourth dynasty of egypt, egyptian hieroglyphs","underworld, ancient egypt"
q_82,What pantheon is the God of the underworld in ancient Egypt a part of?,ancient Egyptian religion,ancient Egyptian religion,1.0,1.0,,2486,3,2538,0.06630262499675155,0.689007124863565,12,30,4,3,"geb, heru-ur, fourth dynasty of egypt, old kingdom","god of the underworld, ancient egypt"
q_83,In which district was Alhandra born?,Lisbon District,lisbon,0.0,0.6666666666666666,,9265,2,9315,0.0219221250154078,0.8400282501243055,25,25,1,3,alhandra,alhandra
q_84,In which state is Vera Barbosa's place of birth located?,Lisbon District,portugal,0.0,0.0,,9902,2,9941,0.3509460841305554,0.9498748751357198,21,30,1,3,vera barbosa,vera barbosa
q_85,In which state is Póvoa de Santa Iria's municipality located?,Lisbon District,"I cannot answer this question based on the provided knowledge graph. The entity ""Póvoa de Santa Iria"" is not present in the graph.",0.0,0.0,,4200,31,4271,0.3274223750922829,0.8816285841166973,16,30,5,3,"são francisco de itabapoana, póvoa de lanhoso, santo antônio de pádua, penacova, ipiguá",póvoa de santa iria
q_86,How old was Mary when engaged to the person from whom São José dos Campos takes it's name?,12–14 years old,joseph,0.0,0.0,,6224,2,6269,1.3157884581014514,1.863253958057612,18,30,2,3,"mary, são josé dos campos","mary, são josé dos campos, são josé"
q_87,Where was Mary's betrothed born?,Nazareth,None of the above,0.0,0.0,,4154,4,4202,0.5676887920126319,1.0662845000624657,18,30,1,3,mary,mary
q_88,Where is the country with ISO code ISO 3166-2:CV located?,central Atlantic Ocean,cabo verde,0.0,0.0,,4375,3,4427,0.019440957810729742,0.841544333845377,21,30,1,3,iso 3166-2:cv,iso 3166-2:cv
q_89,Where is Assomada located?,central Atlantic Ocean,I cannot answer this question using the provided knowledge graph.,0.0,0.0,,3950,11,4008,0.10086808376945555,0.774319791002199,18,30,5,3,"somiedo, gedeb asasa, barredos, candamo, gambarie",assomada
q_90,Where is Amílcar Cabral International Airport?,central Atlantic Ocean,cabo verde,0.0,0.0,,5725,3,5770,0.024826417211443186,0.7864404160063714,20,30,1,3,amílcar cabral international airport,amílcar cabral international airport
q_91,Where was the person who wrote about the rioting being a dividing factor in Birmingham educated?,University of Glasgow,university of glasgow,1.0,1.0,,28920,4,28960,1.6319478331133723,1.3519016669597477,21,30,1,3,birmingham,birmingham
q_92,Where was the designer of the Lap Engine educated?,University of Glasgow,university of glasgow,1.0,1.0,,11967,4,12017,0.10344779095612466,1.038557083113119,21,30,1,3,lap engine,lap engine
q_93,Where was the creator of the Lap Engine educated?,University of Glasgow,university of glasgow,1.0,1.0,,12782,4,12814,0.06325562507845461,0.839765208074823,21,30,1,3,lap engine,lap engine
q_94,The 1967 Federation Cup is an instance of this tournament which is named after what organization?,International Tennis Federation,international tennis federation,1.0,1.0,,54732,3,54782,11.065813540946692,2.3989187499973923,7,30,3,3,"1968 fiba intercontinental cup, blau-weiss tennis club, federation cup","1967 federation cup, federation cup"
q_95,What is the competition that the 1965 Federation Cup is part of named after?,International Tennis Federation,international tennis federation,1.0,1.0,,27633,3,27676,1.6154535000678152,2.0173066668212414,6,30,5,3,"kooyong lawn tennis club, 1959 fa cup final, 1958-59 fa cup, 1968 fiba intercontinental cup, fed cup",1965 federation cup
q_96,What is the competition the 1972 Federation Cup is part of named after?,International Tennis Federation,fed cup,0.0,0.0,,53849,2,53900,12.029096249956638,2.7270500829908997,6,30,5,3,"ellis park, federation cup, 1968 fiba intercontinental cup, 1974 world cup, 1979–80 coupe de france",1972 federation cup
q_97,"What is the capital of the county which contains Hickory Grove Estates, Mississippi?",Starkville,oktibbeha county,0.0,0.0,,18146,5,18184,4.858262666966766,1.8972934170160445,20,30,2,3,"hickory grove estates, mississippi","hickory grove estates, mississippi"
q_98,Who is the father of the performer of Je dis aime?,Louis Chedid,louis chedid,1.0,1.0,,7174,4,7217,0.045778082916513085,0.7329421669710428,14,18,1,3,je dis aime,je dis aime
q_99,Who is the father of the Labo M performer?,Louis Chedid,louis chedid,1.0,1.0,,6835,4,6887,0.02830566605553031,1.2944939159788191,5,18,1,3,labo m,labo m
q_100,Who is the father of the performer of Qui de noux deux?,Louis Chedid,louis chedid,1.0,1.0,,7211,4,7261,0.28932945779524744,0.8084985839668661,5,30,5,3,"qui de nous deux, france 2, je te dis tout, nolwenn leroy, les trois cloches",qui de noux deux
q_101,Who is the child of the cast member of Green Ice?,Tatum O'Neal,tatum o'neal,1.0,1.0,,44546,6,44599,1.2523812500294298,2.218838832806796,22,30,1,3,green ice,green ice
q_102,Who is the sibling of the actress who played Susan Walker in Miracle on 34th street?,Lana Wood,lana wood,1.0,1.0,,17370,2,17421,6.082679875195026,1.1153107499703765,23,30,2,3,"susan walker, miracle on 34th street","susan walker, miracle on 34th street"
q_103,Who is the sibling of the actress that played the little girl in Miracle on 34th street 1947?,Lana Wood,lana wood,1.0,1.0,,16882,2,16923,0.3428102920297533,1.186087124980986,16,30,3,3,"mrs. shellhammer, mr. gimbel, natalie wood","miracle on 34th street 1947, natalie wood"
q_104,Whose sister played Susie in miracle on 34th street?,Lana Wood,natalie wood,0.0,0.5,,23865,3,23904,4.926049374975264,1.168457916006446,18,30,2,3,"susie, miracle on 34th street","susie, miracle on 34th street"
q_105,What company did the company that initiated a successful price war among PC manufacturers in 1994 merge with in 2002?,Hewlett Packard,hewlett-packard,0.0,0.0,,5291,5,5346,0.10189183312468231,0.9219916660804302,17,30,2,3,"1994, 2002","1994, 2002"
q_106,What company merged in 2002 with the CEMM developer?,Hewlett Packard,"None of the entities in the knowledge graph are identified as ""CEMM developer"", nor is there any information about mergers in 2002.",0.0,0.0,,3406,30,3473,0.05853987508453429,1.1816833750344813,23,30,5,3,"realmforge studios, cryptic comet, emg, seta corporation, cờ rôm+",cemm developer
q_107,"In 2002, what company merged with the top PC manufacturer from 1994?",Hewlett Packard,hewlett-packard,0.0,0.0,,2228,5,2266,0.5288021669257432,0.747861250070855,12,30,5,3,"ast research, gateway, compaq, pc's limited, asus",top pc manufacturer
q_108,What body of water includes the terrain feature where Coffee Swamp is located?,Lake Superior,lake superior,1.0,1.0,,2454,2,2494,0.009790875017642975,0.810217916034162,7,13,1,3,coffee swamp,coffee swamp
q_109,Who has played for both West Ham Ajax and the team that Adam Hammill is on?,Mido,mido,1.0,1.0,,9594,2,9647,0.2573578751180321,0.9568458751309664,13,30,3,3,"first division (english football), david endt, adam hammill","west ham, ajax, adam hammill"
q_110,Who has played for West Ham Ajax and the team that David Currie plays for?,Mido,mido,1.0,1.0,,10008,2,10049,2.1428539170883596,1.0744951250962913,16,30,3,3,"west ham united, de herdgang, david currie","west ham, ajax, david currie"
q_111,Who has played for West Ham Ajax and the team from the city where Malcolm Graham died?,Mido,mido,1.0,1.0,,9341,2,9392,2.279373375000432,1.6086593340151012,11,30,3,3,"west ham united, de herdgang, malcolm graham","west ham, ajax, malcolm graham"
q_112,Who is the employer of the person Mach's principle was named after?,Charles University,"university of california, berkeley",0.0,0.3333333333333333,,2995,6,3029,0.05028045806102455,0.6883529159240425,21,30,2,3,"mach's principle, mach number","mach's principle, mach"
q_113,Who is the employer of the physicist who Mach number is named after?,Charles University,vinko dvořák,0.0,0.0,,4256,5,4308,0.01786554208956659,0.9284664581064136,19,30,1,3,mach number,mach number
q_114,Which university employed the person that Mach bands are named after?,Charles University,charles university,1.0,1.0,,2673,3,2723,0.08887495892122388,0.8970225830562413,14,30,1,3,ernst mach,ernst mach
q_115,Who is the spouse of a cast member from King of the Mountain?,Lisa Rinna,lisa rinna,1.0,1.0,,5059,4,5110,0.10122199985198677,0.7691489579156041,20,30,5,3,"king of the mountain (film), deborah van valkenburgh, harry hamlin, garth davis, kings mountain national military park",king of the mountain
q_116,What is the birthplace of the person after whom São José dos Campos was named?,Nazareth,são josé dos campos,0.0,0.0,,24989,5,25040,0.9404508748557419,2.765408042119816,20,30,1,3,são josé dos campos,são josé dos campos
q_117,What year did the author of Prince Prigio die?,1912,NOT IN KNOWLEDGE GRAPH,0.0,0.0,,319,5,352,0.0056772499810904264,1.057778124930337,2,5,1,3,prince prigio,prince prigio
q_118,When did military instruction start at the place where Larry Alcala was educated?,1912,1912,1.0,1.0,,3479,4,3514,0.011693332809954882,0.852722582872957,23,30,1,3,larry alcala,larry alcala
q_119,When did the military instruction start in the university that Paulo Manalo attended?,1912,1912,1.0,1.0,,3027,4,3059,0.07199450000189245,0.7106780000030994,19,30,5,3,"paolo manalo, rafael manchola, philippines free press, college of arts and letters, university of the philippines",paulo manalo
q_120,What county shares a border with Cedar Springs?,Bell County,falls county,0.0,0.5,,4038,2,4081,0.025345833972096443,0.6764855000656098,26,30,1,3,cedar springs,cedar springs
q_121,Who is the father of Empress Wang's husband?,Yang Xingmi,yang xingmi,1.0,1.0,,2267,4,2318,0.036944791208952665,0.870600291993469,15,30,5,3,"empress rang, empress wang zhi, wang jian, wang yuanji, wang shen'ai",empress wang
q_122,In which county was James Finch born?,Bay County,bay county,1.0,1.0,,40566,2,40605,0.2379383749794215,1.572856416925788,15,30,1,3,james finch,james finch
q_123,Who is the other child of Chian Hsiao-chang's father?,Chiang Hsiao-wu,chiang hsiao-wu,1.0,1.0,,21196,6,21248,0.0781312498729676,1.3689497499726713,10,30,5,3,"chiang hsiao-chang, hsiao-yung, chiang hsiao-wen, chiang wei-kuo, chiang hsiao-wu",chian hsiao-chang
q_124,Who is the uncle of Liu Bin?,Liu Yin,No information about Liu Bin is available in the knowledge graph.,0.0,0.1666666666666666,,2179,12,2236,0.061711749993264675,1.5068795420229435,10,30,5,3,"liu yao, liu guitu, liu bang, liu yaoshu, li kening",liu bin
q_125,Who is the child of Chiang Hsiao-wen's father?,Chiang Hsiao-wu,chiang hsiao-chang,0.0,0.5,,6413,6,6467,0.031722291838377714,0.9850742919370532,7,30,1,3,chiang hsiao-wen,chiang hsiao-wen
