question_id,question,ground_truth,prediction,em,f1,llm_accuracy,prompt_tokens,completion_tokens,total_tokens,retrieval_s,generation_s,num_paths,num_entities,num_seeds,steps_taken,seed_entities,extracted_entities
q_73,"Who is the maternal grandfather of Amadeus Vii, Count Of Savoy?",Peter I,bonne of bourbon,0.0,0.0,,2095,3,2136,0.11666425014846027,0.8450023748446256,10,30,5,3,"amadeus vi, amadeus iv, amadeus ii of savoy, amadeus i, amadeus ix of savoy","amadeus vii, count of savoy"
q_74,"Are both businesses, Telus and Ztr Control Systems, located in the same country?",yes,yes,1.0,1.0,,5012,1,5055,0.3093002079986036,1.2401509159244597,19,30,2,3,"telus, ztr control systems","telus, ztr control systems"
q_75,"Do both films, Dial M For Murder and Marius (1931 Film), have the directors who are from the same country?",yes,no,0.0,0.0,,9146,1,9191,1.1646587918512523,1.1042137921322137,15,30,2,3,"dial m for murder, marius (1931 film)","dial m for murder, marius (1931 film)"
q_76,"Who is older, Dyson Parody or Gene Watson?",Gene Watson,I cannot answer this question. The knowledge graph does not contain information about the birth dates or ages of Dyson Parody or Gene Watson.,0.0,0.16666666666666669,,3630,27,3699,0.02458266681060195,0.7740566672291607,17,23,2,3,"dyson parody, gene watson","dyson parody, gene watson"
q_77,Are both directors of films The Princess Bride (Film) and I Never Sang For My Father from the same country?,yes,united states,0.0,0.0,,6553,2,6599,0.9230714999139309,1.1415625831577927,17,30,3,3,"the princess bride, the princess bride (novel), i never sang for my father","the princess bride (film), i never sang for my father"
q_78,When did Prince John Konstantinovich Of Russia's mother die?,24 March 1927,I cannot answer this question based on the provided knowledge graph. The knowledge graph does not contain information about the death date of Prince John Konstantinovich's mother.,0.0,0.0,,3052,32,3114,0.3741197499912232,0.7420830829069018,10,30,5,3,"prince john constantinovich, grand duke konstantine konstantinovich of russia, prince ioann konstantinovich of russia, prince igor konstantinovich, princess helen of serbia",prince john konstantinovich of russia
q_79,Which country Audofleda's husband is from?,Ostrogothic Kingdom,ostrogoths,0.0,0.0,,2003,3,2052,0.03347804211080074,0.6346050829160959,15,21,1,3,audofleda,audofleda
q_80,What is the place of birth of the director of film Letter To The King?,Kurdish,None,0.0,0.0,,358,1,388,0.010344167007133365,0.5517232920974493,2,5,1,3,letter to the king,letter to the king
q_81,"Are both bands, Snowman (Band) and Jessamine (Band), from the same country?",no,no,1.0,1.0,,10325,1,10362,0.5033367921132594,0.762753208167851,20,30,4,3,"snowman, perth, jessamine, another fictionalized history","snowman (band), jessamine (band)"
q_82,Where was the performer of song God (John Lennon Song) born?,Liverpool,liverpool,1.0,1.0,,8891,2,8931,0.6312193749472499,0.8712494170758873,9,30,3,3,"god, john lennon/plastic ono band, john lennon","god (john lennon song), john lennon"
q_83,"Which film has the director who died earlier, Captain Kidd And The Slave Girl or Relax Freddie?",Captain Kidd And The Slave Girl,Captain Kidd And The Slave Girl,1.0,1.0,,2832,6,2884,0.07580650015734136,0.6206673749256879,10,30,2,3,"captain kidd and the slave girl, relax freddie","captain kidd and the slave girl, relax freddie"
q_84,"Which song was released more recently, Go Ahead And Break My Heart or Knee Deep In My Heart?",Go Ahead And Break My Heart,Go Ahead and Break My Heart,1.0,1.0,,9489,6,9542,0.12272899993695319,0.9486370419617742,15,30,2,3,"go ahead and break my heart, knee deep in my heart","go ahead and break my heart, knee deep in my heart"
q_85,"Which film has the director who died later, The Fatal Mistake or The Devil'S Hairpin?",The Devil'S Hairpin,the devil's hairpin,1.0,1.0,,7869,5,7916,0.03402704210020602,0.9666905829217285,22,30,2,3,"the fatal mistake, the devil's hairpin","the fatal mistake, the devil's hairpin"
q_86,Who is Maria Luisa Of Savoy's father-in-law?,"Louis, Grand Dauphin","louis, grand dauphin",1.0,1.0,,3891,6,3946,0.09651283314451575,0.7673571249470115,16,30,1,3,maria luisa of savoy,maria luisa of savoy
q_87,Who is the paternal grandfather of Kujō Yoritsugu?,Kujō Michiie,kujō michiie,1.0,1.0,,2636,6,2685,0.014073458034545183,0.6676005830522627,19,30,1,3,kujō yoritsugu,kujō yoritsugu
q_88,What is the place of birth of the director of film Marianela (1940 Film)?,Madrid,madrid,1.0,1.0,,7062,2,7105,0.011511874850839376,0.6753064580261707,24,28,1,3,marianela (1940 film),marianela (1940 film)
q_89,"Which film came out first, Repeated Absences or She Wore A Yellow Ribbon?",She Wore A Yellow Ribbon,She Wore A Yellow Ribbon,1.0,1.0,,3056,6,3108,0.05773370899260044,0.8215220831334591,13,30,2,3,"repeated absences, she wore a yellow ribbon","repeated absences, she wore a yellow ribbon"
q_90,"Who lived longer, Edward Dearle or Michael Doeberl?",Edward Dearle,Unknown,0.0,0.0,,6602,1,6652,0.15341858402825892,0.9176373339723796,28,30,2,3,"edward dearle, michael doeberl","edward dearle, michael doeberl"
q_91,Where does Karin Stoltenberg's husband work at?,United Nations,norwegian red cross,0.0,0.0,,2886,4,2921,0.04103287518955767,0.7308235410600901,21,30,1,3,karin stoltenberg,karin stoltenberg
q_92,Where was the director of film Lettre Ouverte born?,Paris,alexandria,0.0,0.0,,7177,2,7224,0.018509957939386368,0.9788252499420196,27,30,1,3,lettre ouverte,lettre ouverte
q_93,"Who is William Ii, Count Of Flanders's paternal grandmother?",Mathilde of Bourbon,"margaret ii, countess of flanders and hainault",0.0,0.2,,2751,12,2809,0.165781042072922,0.7560225001070648,14,30,5,3,"william ii, margaret ii of flanders, guy, count of flandres, william ii of dampierre","william ii, count of flanders"
q_94,What is the place of birth of Clara Novello's father?,London,london,1.0,1.0,,5897,1,5945,0.13519850000739098,1.0565647918265313,9,30,5,3,"mary sabilla hehl, clara anastasia novello, charles lamb, to clara n., vincent novello",clara novello
q_95,"Which film came out earlier, Emmy Of Stork'S Nest or Indira Vizha?",Emmy Of Stork'S Nest,Emmy of Stork's Nest,1.0,1.0,,1957,8,2011,0.014676833990961313,0.7139634590130299,22,30,2,3,"emmy of stork's nest, indira vizha","emmy of stork's nest, indira vizha"
q_96,"Which film came out first, Celine: Through The Eyes Of The World or Dilan 1991?",Celine: Through The Eyes Of The World,Celine: Through The Eyes Of The World,1.0,1.0,,18489,9,18537,1.9034905838780105,1.2315882500261068,21,30,2,3,"celine: through the eyes of the world, dilan 1991","celine: through the eyes of the world, dilan 1991"
q_97,"Who was born earlier, Silas Hardy or Lee Mantle?",Lee Mantle,Silas Hardy,0.0,0.0,,9083,3,9136,1.2756265830248594,0.9871575420256704,16,30,2,3,"silas hardy, lee mantle","silas hardy, lee mantle"
q_98,"Where was the place of burial of Albert Frederick, Duke Of Prussia's mother?",Königsberg,gurievsk,0.0,0.0,,2642,3,2676,0.13695212500169873,0.5934965829364955,13,30,5,3,"albert of prussia, albert frederick, prince frederick henry albert of prussia, anna marie of brunswick-lüneburg, prince albert of prussia","albert frederick, duke of prussia"
q_99,Where was the place of death of Juan Carlos Gumucio's wife?,Homs,homs,1.0,1.0,,2652,2,2693,0.08687429106794298,0.6310392909217626,18,30,5,3,"marie colvin, juan carlos gumucio quiroga, bolivia, marcelino camacho, luciana osorio ghigliotto",juan carlos gumucio
q_100,Who is the father of the director of film Gramps Is In The Resistance?,Alain Poiré,alain poiré,1.0,1.0,,376,4,409,0.008900750195607543,0.566322874976322,2,5,1,3,gramps is in the resistance,gramps is in the resistance
q_101,What is the place of birth of the performer of song Heaven (Namie Amuro Song)?,"Naha, Okinawa",naha,0.0,0.6666666666666666,,1544,2,1587,0.13474316708743572,0.6230254999827594,11,30,3,3,"heaven, namie amuro live style 2014, namie amuro","heaven (namie amuro song), namie amuro"
q_102,What nationality is Philip Of Ibelin (1180–1227)'s mother?,Byzantine,Not in the knowledge graph.,0.0,0.0,,2968,6,3022,0.4947005840949714,0.8435223340056837,22,30,1,3,philip of ibelin,philip of ibelin
q_103,"Who was born later, Joseph J. Magliocco or Viktoriya Zeynep Güneş?",Viktoriya Zeynep Güneş,Viktoriya Zeynep Güneş,1.0,1.0,,2422,8,2476,0.2289085420779884,0.7260775419417769,23,30,2,3,"joseph j. magliocco, viktoriya zeynep güneş","joseph j. magliocco, viktoriya zeynep güneş"
q_104,When is the lead guitarist of List Of The Dillinger Escape Plan Band Members's birthday?,"August 8, 1975",I cannot answer this question. The knowledge graph does not contain information about birthdays.,0.0,0.0,,1908,16,1959,0.1740836671087891,0.7886669579893351,23,30,3,3,"paul d'elia, jeff geisser, the dillinger escape plan","list of the dillinger escape plan band members, the dillinger escape plan"
q_105,Where does Huma Abedin's husband work at?,Chuck Schumer,None,0.0,0.0,,6559,1,6599,0.9312086671125144,0.7720022089779377,15,30,5,3,"huma mahmood abedin, anthony weiner, princess haya, zein al-sharaf, prince hamzah",huma abedin
q_106,"Are the movies About A Wife, A Dream And Another... and The Doolins Of Oklahoma, from the same country?",no,no,1.0,1.0,,8576,1,8623,0.14624154195189476,0.8104205410927534,19,30,3,3,"about a wife, a dream and another ..., alexander pozhenskiy, the doolins of oklahoma","about a wife, a dream and another..., the doolins of oklahoma"
q_107,"Which film came out earlier, Out Of The Rain or Les Résultats Du Féminisme?",Les Résultats Du Féminisme,les résultats du féminisme,1.0,1.0,,331,5,378,0.029193083057180047,0.6520164590328932,3,5,2,3,"out of the rain, les résultats du féminisme","out of the rain, les résultats du féminisme"
q_108,Where did Giacomo Feo's wife die?,Florence,florence,1.0,1.0,,5325,3,5377,0.06320420885458589,0.9759842918720096,20,30,1,3,giacomo feo,giacomo feo
